영업자시작일,업종명,업태명,업소명,소재지(도로명),소재지(지번)
2004-02-24,일반음식점,한식,고모집,"서울특별시 동대문구 제기로 9-4 (제기동,(제기로 11-13))",서울특별시 동대문구 제기동 137-183 (제기로 11-13) 
2014-04-29,일반음식점,까페,이디야,"서울특별시 동대문구 고산자로 413-1, 1층 (용두동)",서울특별시 동대문구 용두동 40-1 1층 
2004-02-26,일반음식점,한식,시골집진지상,"서울특별시 동대문구 장한로25길 26, 1층 (장안동)",서울특별시 동대문구 장안동 370-8 
2015-03-12,일반음식점,김밥(도시락),김밥천국,"서울특별시 동대문구 무학로 125-1 (용두동,(무학로 76))",서울특별시 동대문구 용두동 234-46 (무학로 76) 
2014-10-08,일반음식점,한식,황금어장,"서울특별시 동대문구 답십리로60길 3, 1층 (답십리동)",서울특별시 동대문구 답십리동 728 1층 
2018-04-13,일반음식점,한식,장터목,"서울특별시 동대문구 경희대로1길 8-18, 회기동복합빌딩 2층 (회기동)",서울특별시 동대문구 회기동 42-82 회기동복합빌딩 
2004-03-19,일반음식점,분식,신또와분식,"서울특별시 동대문구 답십리로66길 94, 1층 (장안동)",서울특별시 동대문구 장안동 184-20 
2009-07-13,일반음식점,한식,함양숯불갈비,"서울특별시 동대문구 답십리로64길 8 (장안동,(동산길 4))",서울특별시 동대문구 장안동 141-5 (동산길 4) 
2015-03-25,일반음식점,한식,휘경동장어셀프타운,"서울특별시 동대문구 망우로 114, 1층 (휘경동)",서울특별시 동대문구 휘경동 35-6 1층 
2012-10-18,일반음식점,한식,왕꼼장어,"서울특별시 동대문구 장한로2길 25-5, 1층 (장안동)",서울특별시 동대문구 장안동 463-6 1층 
2015-01-06,일반음식점,한식,흥부골숯불돼지갈비,"서울특별시 동대문구 장한로24길 46, 2층 (장안동)",서울특별시 동대문구 장안동 338-2 (장평10길 30) 
2008-08-21,일반음식점,한식,등갈비의신화,"서울특별시 동대문구 서울시립대로 147 (전농동,(배봉로147))",서울특별시 동대문구 전농동 124-2 (배봉로147) 
2004-04-02,일반음식점,중국식,황하,"서울특별시 동대문구 경희대로4길 79 (이문동,(회기안길2))",서울특별시 동대문구 이문동 339-1 (회기안길2) 
2007-10-04,일반음식점,호프/통닭,한강치킨,"서울특별시 동대문구 장한로24길 46 (장안동,(장평10길 30))",서울특별시 동대문구 장안동 338-2 (장평10길 30) 
2004-04-07,일반음식점,분식,하하김밥호호우동,"서울특별시 동대문구 왕산로 109 (제기동,한솔동의보감 5층 (왕산로 247))",서울특별시 동대문구 제기동 892-71 한솔동의보감 5층 (왕산로 247) 
2018-10-02,일반음식점,한식,골목,"서울특별시 동대문구 경희대로6길 8, 1층 (회기동)",서울특별시 동대문구 회기동 3-185 
2016-10-10,일반음식점,냉면집,명동찌게마을,"서울특별시 동대문구 경동시장로2길 51, 지상1층 (청량리동)",서울특별시 동대문구 청량리동 772 
2011-02-17,일반음식점,한식,유명홍두깨손칼국수,"서울특별시 동대문구 한천로24길 74-14, 1층 101호 (장안동)",서울특별시 동대문구 장안동 380-5 1층 101호
2010-04-19,일반음식점,한식,비사벌 전주콩나물국밥,"서울특별시 동대문구 장한로 51 (장안동,(성안빌딩 1호) (장한로 51))",서울특별시 동대문구 장안동 429-3 (성안빌딩 1호) (장한로 51) 
2011-03-23,일반음식점,한식,두메산골,"서울특별시 동대문구 왕산로37길 65 (제기동,(청량시장3길 37))",서울특별시 동대문구 제기동 438-11 (청량시장3길 37) 
2015-09-30,일반음식점,패스트푸드,지정환임실치즈피자장안점,"서울특별시 동대문구 장안벚꽃로 107, 제상가1동 1층 125호 (장안동, 장안현대홈타운)",서울특별시 동대문구 장안동 336 장안현대홈타운 
2011-01-26,일반음식점,호프/통닭,이프로,"서울특별시 동대문구 왕산로32길 83 (용두동,(구청2길14))",서울특별시 동대문구 용두동 39-734 (구청2길14) 
2019-09-03,일반음식점,호프/통닭,또봉이통닭,"서울특별시 동대문구 회기로18길 41, 회기동 상가주택 1,2층 (회기동)",서울특별시 동대문구 회기동 61-2 회기동 상가주택 
2004-06-05,일반음식점,호프/통닭,웰빙호프,"서울특별시 동대문구 사가정로 7 (답십리동,(사가정길 7))",서울특별시 동대문구 답십리동 465-5 (사가정길 7) 
2019-06-03,일반음식점,분식,장수보리밥,"서울특별시 동대문구 망우로20길 16, 1층 (휘경동)",서울특별시 동대문구 휘경동 28-12 1층 
2015-08-27,일반음식점,한식,은이네,서울특별시 동대문구 고미술로 99 (답십리동),서울특별시 동대문구 답십리동 961-9 
2014-12-24,일반음식점,한식,참숯민물장어구이,"서울특별시 동대문구 전농로 48, 1층 (답십리동)",서울특별시 동대문구 답십리동 265-1 1층 
2016-02-22,일반음식점,한식,본죽전농동점,"서울특별시 동대문구 사가정로 136, 1층 (전농동)",서울특별시 동대문구 전농동 40 
2016-10-10,일반음식점,한식,우성식당,"서울특별시 동대문구 왕산로30길 32, 1층 (용두동)",서울특별시 동대문구 용두동 20-51 1층 
2020-04-29,일반음식점,호프/통닭,BHC 휘경점,"서울특별시 동대문구 한천로 264 (휘경동,107호 (한천로 264))",서울특별시 동대문구 휘경동 57-1 107호 (한천로 264) 
2019-04-18,일반음식점,한식,조가네 부대찌개,서울특별시 동대문구 천호대로 126 (용두동),서울특별시 동대문구 용두동 36-7 
2009-05-14,일반음식점,일식,이자까야 쥬베이,"서울특별시 동대문구 천호대로 128 (용두동,(하정로 132))",서울특별시 동대문구 용두동 36-1 (하정로 132) 
2013-08-07,일반음식점,호프/통닭,오키도키,"서울특별시 동대문구 무학로 102, 1층 (용두동)",서울특별시 동대문구 용두동 127-10 1층 
2004-07-01,일반음식점,한식,꿀꿀생고기,"서울특별시 동대문구 휘경로2길 35 (이문동,(외대풍물길29))",서울특별시 동대문구 이문동 317-16 (외대풍물길29) 
2016-04-15,일반음식점,한식,한국통닭,"서울특별시 동대문구 홍릉로 22-1, 1층 (청량리동)",서울특별시 동대문구 청량리동 316 1층 
2018-07-10,일반음식점,한식,인생극장,"서울특별시 동대문구 장한로24길 46, 1층 (장안동)",서울특별시 동대문구 장안동 338-2 
2009-06-04,일반음식점,호프/통닭,현대호프,"서울특별시 동대문구 홍릉로 13 (청량리동,(홍릉길 13))",서울특별시 동대문구 청량리동 738 (홍릉길 13) 
2019-05-31,일반음식점,한식,현대식당,서울특별시 동대문구 홍릉로 13 (청량리동),서울특별시 동대문구 청량리동 738 
2018-12-14,일반음식점,한식,통통구이,서울특별시 동대문구 휘경로14길 11 (휘경동),서울특별시 동대문구 휘경동 163-8 
2020-01-29,일반음식점,한식,참치본가,서울특별시 동대문구 무학로 131 (용두동),서울특별시 동대문구 용두동 234-42 
2020-06-03,일반음식점,한식,청춘을 바친 곱창,"서울특별시 동대문구 장한로31길 36, 1층 (장안동)",서울특별시 동대문구 장안동 289-33 
2004-07-20,일반음식점,한식,작렬곱창,"서울특별시 동대문구 답십리로65길 131, 지하1층 (장안동)",서울특별시 동대문구 장안동 102-2 지하1층 
2005-08-18,일반음식점,한식,면천추어탕,"서울특별시 동대문구 천호대로83길 19, 1층 (장안동)",서울특별시 동대문구 장안동 417-3 1층 
2011-07-12,일반음식점,한식,도원식당,"서울특별시 동대문구 황물로 54 (답십리동,(황물길205))",서울특별시 동대문구 답십리동 542-4 (황물길205) 
2014-03-11,일반음식점,한식,호박웰빙숯불갈비,서울특별시 동대문구 한빛로 24 (신설동),서울특별시 동대문구 신설동 24-1 
2012-11-26,일반음식점,분식,영예스,"서울특별시 동대문구 이문로 181, 1층 (이문동)",서울특별시 동대문구 이문동 255-7 1층 
2004-08-24,일반음식점,한식,시골집,"서울특별시 동대문구 이문로 77-7 (이문동,(이문로 77-3))",서울특별시 동대문구 이문동 334-87 (이문로 77-3) 
2004-08-24,일반음식점,한식,찌개마을,"서울특별시 동대문구 왕산로 109, 5층 (제기동)",서울특별시 동대문구 제기동 892-71 한솔동의보감 
2004-08-26,일반음식점,한식,이문왕곱창,"서울특별시 동대문구 한천로 457-1 (이문동,(한천로459))",서울특별시 동대문구 이문동 183-3 (한천로459) 
2004-08-27,일반음식점,한식,금복,"서울특별시 동대문구 안암로20길 16 (제기동,(고대앞2길 17-1))",서울특별시 동대문구 제기동 136-120 (고대앞2길 17-1) 
2017-12-06,일반음식점,정종/대포집/소주방,간데메소주집,"서울특별시 동대문구 답십리로38길 47-1, 1층 (답십리동)",서울특별시 동대문구 답십리동 468-1 
2008-03-14,일반음식점,한식,맛자랑풍년집,"서울특별시 동대문구 왕산로 109 (제기동,(한솔동의보감 5층) (왕산로 247))",서울특별시 동대문구 제기동 892-71 (한솔동의보감 5층) (왕산로 247) 
2016-09-29,일반음식점,정종/대포집/소주방,밍크,서울특별시 동대문구 홍릉로 39-6 (청량리동),서울특별시 동대문구 청량리동 656 
2008-05-20,일반음식점,한식,홍어집,"서울특별시 동대문구 천호대로 35 (신설동,(하정로37))",서울특별시 동대문구 신설동 92-24 (하정로37) 
2019-07-03,일반음식점,호프/통닭,꽃술,"서울특별시 동대문구 경희대로1길 8-14, 1층 (회기동)",서울특별시 동대문구 회기동 42-34 1층 
2020-05-18,일반음식점,한식,란찌개집,"서울특별시 동대문구 장한로28가길 64, 1층 (장안동)",서울특별시 동대문구 장안동 321-4 1층 
2004-09-03,일반음식점,경양식,마끼돈까스,서울특별시 동대문구 답십리로 252 (장안동),서울특별시 동대문구 장안동 143-40 
2006-07-18,일반음식점,호프/통닭,퇴근길,서울특별시 동대문구 제기로17길 13-14 (청량리동),서울특별시 동대문구 제기동 341 (홍릉시장1길 6) 
2005-12-19,일반음식점,호프/통닭,로즈말이,서울특별시 동대문구 약령시로15길 14-5 (제기동),서울특별시 동대문구 제기동 341 
2010-05-13,일반음식점,한식,왕순대,"서울특별시 동대문구 고산자로 426 (용두동,(고산자로182))",서울특별시 동대문구 용두동 24-14 (고산자로182) 
2014-03-31,일반음식점,냉면집,개성칡냉면,"서울특별시 동대문구 약령서길 28 (제기동,(약령서길 38))",서울특별시 동대문구 제기동 892-12 (약령서길 38) 
2015-07-09,일반음식점,한식,계경순대국(장안점),"서울특별시 동대문구 장한로26길 50 (장안동,(장평11길 26))",서울특별시 동대문구 장안동 337-12 (장평11길 26) 
2004-09-14,일반음식점,한식,감자탕과빈대떡고을,"서울특별시 동대문구 천호대로27길 56, 1층 (용두동)",서울특별시 동대문구 용두동 40-14 1층 
2009-04-13,일반음식점,호프/통닭,또래오래이문점,"서울특별시 동대문구 외대역동로 85-1, 1층 (이문동)",서울특별시 동대문구 이문동 83-47 
2004-09-22,일반음식점,한식,장안골,서울특별시 동대문구 답십리로65길 124-3 (장안동),서울특별시 동대문구 장안동 286-12 
2014-06-27,일반음식점,한식,호남식당,"서울특별시 동대문구 무학로 144, 1층 (용두동)",서울특별시 동대문구 용두동 119-20 1층 
2018-10-17,일반음식점,한식,해뜰날,"서울특별시 동대문구 전농로4길 46, 1층 (답십리동)",서울특별시 동대문구 답십리동 964-1 지상1층 
2004-10-13,일반음식점,한식,명물식당,"서울특별시 동대문구 답십리로51길 8-4, 1층 (답십리동)",서울특별시 동대문구 답십리동 66-18 
2007-11-09,일반음식점,한식,영주집,"서울특별시 동대문구 왕산로 109 (제기동,한솔동의보감 5층 14호)",서울특별시 동대문구 제기동 892-71 한솔동의보감 5층 14호 
2006-06-14,일반음식점,호프/통닭,이슬,,서울특별시 동대문구 청량리동 338 (청량1길 4) 
2004-10-15,일반음식점,중국식,미진각,"서울특별시 동대문구 답십리로65길 109 (장안동,(장안안길87))",서울특별시 동대문구 장안동 104-10 (장안안길87) 
2017-12-22,일반음식점,뷔페식,(주)라온나인,"서울특별시 동대문구 왕산로 109, 7층 (제기동)",서울특별시 동대문구 제기동 892-71 한솔동의보감 
2004-10-18,일반음식점,한식,우리집,"서울특별시 동대문구 왕산로 249 (청량리동,(망우로 43))",서울특별시 동대문구 청량리동 50-17 (망우로 43) 
2014-12-23,일반음식점,한식,대성식당,"서울특별시 동대문구 왕산로33길 23, 1층 (제기동)",서울특별시 동대문구 제기동 646 주부일련번호:6 
2019-05-01,일반음식점,한식,수라간,서울특별시 동대문구 제기로38길 55-9 (청량리동),서울특별시 동대문구 청량리동 50-6 
2015-08-28,일반음식점,한식,봉평메밀막국수,"서울특별시 동대문구 한천로 106 (장안동,(한천로106))",서울특별시 동대문구 장안동 162-9 (한천로106) 
2020-08-13,일반음식점,한식,자가제빵 선명희피자 외대점,"서울특별시 동대문구 이문로 65 (이문동,(이문로65))",서울특별시 동대문구 이문동 346-45 (이문로65) 
2004-10-29,일반음식점,한식,나주해장국,,서울특별시 동대문구 답십리동 198-10 (답십리길 140-1) 
2020-08-13,일반음식점,한식,본죽&비빔밥cafe,"서울특별시 동대문구 장안벚꽃로 107, 상가1동 1층 117호 (장안동, 장안현대홈타운)",서울특별시 동대문구 장안동 336 장안현대홈타운 
2009-12-30,일반음식점,경양식,타임하우스,"서울특별시 동대문구 전농로 21 (답십리동,(전농로 21))",서울특별시 동대문구 답십리동 490-123 (전농로 21) 
2004-11-09,일반음식점,한식,병천순대,서울특별시 동대문구 전농로 101 (답십리동),서울특별시 동대문구 답십리동 99-5 
2016-06-07,일반음식점,정종/대포집/소주방,싼마이꼬치앤이자카야,서울특별시 동대문구 장한로26길 27 (장안동),서울특별시 동대문구 장안동 335-10 
2004-11-18,일반음식점,한식,대청마루,"서울특별시 동대문구 한천로46길 86 (장안동,(경안길60))",서울특별시 동대문구 장안동 92-46 (경안길60) 
2004-11-23,일반음식점,한식,남경식당,"서울특별시 동대문구 천호대로85길 18 (장안동,(장평1길 7-14))",서울특별시 동대문구 장안동 463-9 (장평1길 7-14) 
2004-11-26,일반음식점,한식,쌍곡갈비살,"서울특별시 동대문구 한천로11나길 12-11 (답십리동,(동답남4길 18-4))",서울특별시 동대문구 답십리동 12-194 (동답남4길 18-4) 
2004-11-26,일반음식점,분식,모아분식,"서울특별시 동대문구 전농로16길 11 (전농동,외2필지(지상1층))",서울특별시 동대문구 전농동 55-90 외2필지(지상1층) 
2004-12-08,일반음식점,한식,명가,"서울특별시 동대문구 약령시로 113-9, 1층 (제기동)",서울특별시 동대문구 제기동 346 
2011-12-15,일반음식점,호프/통닭,투다리,서울특별시 동대문구 한천로24길 6 (장안동),서울특별시 동대문구 장안동 162-4 
2015-01-08,일반음식점,한식,목포는 항구다,"서울특별시 동대문구 장한로12길 8, 1층 (장안동)",서울특별시 동대문구 장안동 436-2 1층 
2018-03-23,일반음식점,한식,천궁,"서울특별시 동대문구 왕산로 109, 한솔동의보감 5층 22호 (제기동)",서울특별시 동대문구 제기동 892-71 한솔동의보감 
2013-04-29,일반음식점,한식,호박식당,"서울특별시 동대문구 천호대로85길 13, A동 (장안동, 형인타워)",서울특별시 동대문구 장안동 433-25 
2017-04-20,일반음식점,한식,롯데쇼핑(주)롯데슈퍼전농점,"서울특별시 동대문구 사가정로 148, 101호 (전농동, SK아파트상가)",서울특별시 동대문구 전농동 10-0 
2004-12-31,일반음식점,한식,재민식당,"서울특별시 동대문구 천호대로14길 47 (용두동,(약샘길37))",서울특별시 동대문구 용두동 250-35 (약샘길37) 
2019-11-27,일반음식점,한식,친정,"서울특별시 동대문구 천호대로 23, 1층 108호 (신설동)",서울특별시 동대문구 신설동 97-8 동광동대문베르빌 1층 108호
2005-01-06,일반음식점,분식,느낌,,서울특별시 동대문구 전농동 648-92 (답십리길 74) 
2006-04-25,일반음식점,한식,놀부심보,"서울특별시 동대문구 제기로23길 9 (청량리동,(청홍동1길 18))",서울특별시 동대문구 청량리동 203-180 (청홍동1길 18) 
2020-04-17,일반음식점,한식,큰맘할매순대국,"서울특별시 동대문구 고산자로 410, 1층 (용두동)",서울특별시 동대문구 용두동 27-4 
2013-12-02,일반음식점,한식,진수성찬,서울특별시 동대문구 청계천로 483 (용두동),서울특별시 동대문구 용두동 255-58 
2014-08-07,일반음식점,분식,양쉐프(chef)즉석떡볶이,"서울특별시 동대문구 이문로28길 9, 지하1층 (이문동)",서울특별시 동대문구 이문동 288-55 지하1층 
2014-01-08,일반음식점,한식,손큰할매순대국,"서울특별시 동대문구 이문로 34-1, 1층 (휘경동)",서울특별시 동대문구 휘경동 321-27 1층 
2014-04-24,일반음식점,한식,선일해장국,"서울특별시 동대문구 회기로 26, 1층 (제기동)",서울특별시 동대문구 제기동 1144-1 지상1층 
2015-06-26,일반음식점,한식,본죽,"서울특별시 동대문구 천호대로 23 (신설동,(하정로25))",서울특별시 동대문구 신설동 97-8 (하정로25) 
2016-10-25,일반음식점,한식,천하일미,"서울특별시 동대문구 한천로24길 14, 1층 (장안동)",서울특별시 동대문구 장안동 163-17 1층 
2017-06-23,일반음식점,한식,큰맘할매순대국,"서울특별시 동대문구 답십리로 233, 1층 (답십리동)",서울특별시 동대문구 답십리동 2-146 
2020-06-16,일반음식점,한식,장안식당,"서울특별시 동대문구 고미술로 81, 1층 (답십리동)",서울특별시 동대문구 답십리동 530-16 
2013-01-21,일반음식점,한식,돈보네,"서울특별시 동대문구 장한로 159, 1층 (장안동)",서울특별시 동대문구 장안동 305-3 1층 
2006-12-04,일반음식점,호프/통닭,버담소리,"서울특별시 동대문구 이문로30길 14 (이문동,(문일길16))",서울특별시 동대문구 이문동 288-30 (문일길16) 
2005-03-05,일반음식점,한식,먹거리식당II,"서울특별시 동대문구 한빛로 62-1, 1층 (용두동)",서울특별시 동대문구 용두동 231-5 1층 
2009-05-06,일반음식점,호프/통닭,오랜지,"서울특별시 동대문구 왕산로 274 (전농동,(망우로 68))",서울특별시 동대문구 전농동 602-10 (망우로 68) 
2019-04-10,일반음식점,횟집,낮이고밤이고,서울특별시 동대문구 한빛로 6-1 (신설동),서울특별시 동대문구 신설동 76-25 
2005-03-10,일반음식점,한식,선민네,서울특별시 동대문구 제기로23길 8 (청량리동),서울특별시 동대문구 청량리동 203-289 
2017-02-23,일반음식점,까페,목화,"서울특별시 동대문구 약령시로 100-1, 1층 (제기동)",서울특별시 동대문구 제기동 591-8 
2005-03-14,일반음식점,한식,박사네곱창,"서울특별시 동대문구 한천로11길 61-3 (답십리동,(지상1층) (동답남길 57-2))",서울특별시 동대문구 답십리동 19-66 (지상1층) (동답남길 57-2) 
2016-03-15,일반음식점,경양식,엘브릴란테(el brillante),"서울특별시 동대문구 휘경로 6-8, 2층 (이문동)",서울특별시 동대문구 이문동 288-53 지상2층 
2018-07-13,일반음식점,호프/통닭,정포차,"서울특별시 동대문구 홍릉로5길 15-2, 1층 (제기동)",서울특별시 동대문구 제기동 465-4 
2012-06-01,일반음식점,호프/통닭,옹골진치킨,"서울특별시 동대문구 이문로28길 15, 2층 (이문동)",서울특별시 동대문구 이문동 288-43 
2019-10-14,일반음식점,한식,백고기,"서울특별시 동대문구 장한로17길 13-10, 1층 102호 (장안동, 선빌딩)",서울특별시 동대문구 장안동 378-6 (샛별공원1길 10) 
2017-09-26,일반음식점,분식,김밥 앤 국시,"서울특별시 동대문구 천호대로25길 81 (용두동,대명랜드마크 1층 105호)",서울특별시 동대문구 용두동 100-1 대명랜드마크 1층 105호 
2014-06-26,일반음식점,한식,보배곱창,"서울특별시 동대문구 고산자로 539-1, 1층 (제기동)",서울특별시 동대문구 제기동 122-278 지상1층 
2010-04-14,일반음식점,한식,이천농장정육식당,"서울특별시 동대문구 장한로 151, 지상1층 (장안동)",서울특별시 동대문구 장안동 306-2 
2005-04-19,일반음식점,통닭(치킨),네네치킨 장안점,서울특별시 동대문구 장한로14길 68 (장안동),서울특별시 동대문구 장안동 358-5 
2018-06-29,일반음식점,호프/통닭,돈대빵,"서울특별시 동대문구 답십리로51길 5, 1층 102호 (답십리동)",서울특별시 동대문구 답십리동 66-34 
2014-10-20,일반음식점,분식,장안우동국수본점,"서울특별시 동대문구 장한로 76, 1층 (장안동)",서울특별시 동대문구 장안동 363-1 1층 
2005-04-29,일반음식점,김밥(도시락),현이네김밥,"서울특별시 동대문구 망우로18가길 53 (휘경동,(휘경중1길 19))",서울특별시 동대문구 휘경동 286-140 (휘경중1길 19) 
2013-06-17,일반음식점,김밥(도시락),김밥천국,"서울특별시 동대문구 장한로 182, 1층 (장안동)",서울특별시 동대문구 장안동 312-4 1층 
2012-12-27,일반음식점,한식,황금 진부령(통) 황태전문점,"서울특별시 동대문구 홍릉로17길 8, 1층 (청량리동)",서울특별시 동대문구 청량리동 500 지상1층 
2009-04-28,일반음식점,한식,우미설렁탕,"서울특별시 동대문구 고미술로 57, 1층 (답십리동)",서울특별시 동대문구 답십리동 994 1층 
2007-02-01,일반음식점,한식,정통삼계탕,"서울특별시 동대문구 무학로 72 (용두동,(무학로 131))",서울특별시 동대문구 용두동 129-414 (무학로 131) 
2006-07-04,일반음식점,한식,산마을감자탕,"서울특별시 동대문구 이문로30길 9-3 (이문동,(문일길 11-1))",서울특별시 동대문구 이문동 292-188 (문일길 11-1) 
2005-05-17,일반음식점,한식,순창식당,"서울특별시 동대문구 약령시로14길 24, 1층 (제기동)",서울특별시 동대문구 제기동 901-4 
2016-09-30,일반음식점,일식,닛시스시,"서울특별시 동대문구 신이문로 35, 지상1층 (이문동)",서울특별시 동대문구 이문동 237-101 
2007-02-13,일반음식점,한식,삼구포차,"서울특별시 동대문구 이문로 25 (회기동,(이문로 25))",서울특별시 동대문구 회기동 80-1 (이문로 25) 
2016-04-22,일반음식점,한식,정대감감자탕,"서울특별시 동대문구 천호대로83길 46, 1층 (장안동)",서울특별시 동대문구 장안동 431-1 
2005-05-26,일반음식점,정종/대포집/소주방,지숙이네포차,서울특별시 동대문구 휘경로14길 18 (휘경동),서울특별시 동대문구 휘경동 167-21 
2014-06-23,일반음식점,중국식,샹그라,"서울특별시 동대문구 경희대로 19, 2층 (회기동)",서울특별시 동대문구 회기동 39-3 2층 
2005-05-31,일반음식점,뷔페식,고향산천보리밥뷔페,"서울특별시 동대문구 천호대로 319 (답십리동,한화오벨리스크(지상101, 102호) (천호대로 155))","서울특별시 동대문구 답십리동 492-4 한화오벨리스크(지상101, 102호) (천호대로 155) "
2014-10-20,일반음식점,한식,충주식당,"서울특별시 동대문구 답십리로66길 136, 1층 (장안동)",서울특별시 동대문구 장안동 194-12 1층 
2006-09-20,일반음식점,한식,압구정닭꼬치,"서울특별시 동대문구 회기로 184 (휘경동,(휘경서길 4))",서울특별시 동대문구 휘경동 319-16 (휘경서길 4) 
2010-02-17,일반음식점,한식,풍천장어와 삼겹살,"서울특별시 동대문구 고산자로34가길 45 (용두동,(용우물5길 25))",서울특별시 동대문구 용두동 39-945 (용우물5길 25) 
2017-05-18,일반음식점,한식,산촌쌈밥,"서울특별시 동대문구 서울시립대로 75, 101동 105호 (전농동, 신성미소지움아파트)",서울특별시 동대문구 전농동 687 신성미소지움아파트 101동 105호
2005-07-14,일반음식점,한식,두미시골집,"서울특별시 동대문구 이문로 204-5 (이문동,(신이문7길42))",서울특별시 동대문구 이문동 247-4 (신이문7길42) 
2008-04-01,일반음식점,한식,락퓨전요리주가,"서울특별시 동대문구 서울시립대로 55 (전농동,(답십리길 55))",서울특별시 동대문구 전농동 649-1 (답십리길 55) 
2006-01-16,일반음식점,한식,곱창마을,서울특별시 동대문구 한천로 483 (이문동),서울특별시 동대문구 이문동 217-12 
2014-05-16,일반음식점,호프/통닭,요리이야기포차,"서울특별시 동대문구 천호대로17길 32, 1층 (용두동)",서울특별시 동대문구 용두동 102-71 1층 
2005-06-23,일반음식점,김밥(도시락),종로김밥,"서울특별시 동대문구 경희대로 9 (회기동,(경희대길 17))",서울특별시 동대문구 회기동 16-73 (경희대길 17) 
2005-06-28,일반음식점,한식,본죽,"서울특별시 동대문구 천호대로 313 (답십리동,(천호대로147))",서울특별시 동대문구 답십리동 492-1 (천호대로147) 
2009-08-31,일반음식점,경양식,피자스쿨 경희대점,"서울특별시 동대문구 회기로 170 (회기동,(회기로 172))",서울특별시 동대문구 회기동 76-10 (회기로 172) 
2012-05-29,일반음식점,한식,풍천장어마을,"서울특별시 동대문구 서울시립대로 109, 1층 (전농동)",서울특별시 동대문구 전농동 127-379 
2014-05-30,일반음식점,호프/통닭,미주호프,"서울특별시 동대문구 왕산로 225 (청량리동,(A동 지층2-2) (망우로 19))",서울특별시 동대문구 청량리동 235-4 (A동 지층2-2) (망우로 19) 
2017-04-27,일반음식점,한식,왕십리원조고가네곱창,"서울특별시 동대문구 서울시립대로28길 3 (전농동,지상1층)",서울특별시 동대문구 전농동 124-39 지상1층 
2014-05-02,일반음식점,경양식,설빙,"서울특별시 동대문구 경희대로 12-1, 2층 (회기동)",서울특별시 동대문구 회기동 16-46 2층 
2005-07-12,일반음식점,한식,다은,"서울특별시 동대문구 무학로26길 5, 1층 (용두동)",서울특별시 동대문구 용두동 127-15 
2008-12-29,일반음식점,한식,주막집,"서울특별시 동대문구 왕산로 225 (청량리동,(지하3호 2-가) (망우로 19))",서울특별시 동대문구 청량리동 235-4 (지하3호 2-가) (망우로 19) 
2005-07-13,일반음식점,경양식,오리마을,"서울특별시 동대문구 경희대로 17 (회기동,(경희대길 31))",서울특별시 동대문구 회기동 108-15 (경희대길 31) 
2011-07-14,일반음식점,한식,소야지,"서울특별시 동대문구 서울시립대로 47-1 (전농동,(배봉로 47-1))",서울특별시 동대문구 전농동 643-50 (배봉로 47-1) 
2020-01-10,일반음식점,한식,와우뎅,"서울특별시 동대문구 천호대로85길 22, 1층 (장안동)",서울특별시 동대문구 장안동 463-1 
2015-09-16,일반음식점,한식,불티나곱창,"서울특별시 동대문구 답십리로72길 86, 1층 (장안동)",서울특별시 동대문구 장안동 339-25 1층 
2005-09-28,일반음식점,한식,고향상회,,서울특별시 동대문구 청량리동 773 (청량시장 B-8호) (청량시장1길 5-2) 
2012-11-22,일반음식점,김밥(도시락),본도시락(회기점),"서울특별시 동대문구 이문로 36, 1층 (휘경동)",서울특별시 동대문구 휘경동 321-57 1층 
2005-08-05,일반음식점,한식,용두홍어,"서울특별시 동대문구 천호대로 67, 1층 (용두동)",서울특별시 동대문구 용두동 118-81 
2017-09-18,일반음식점,한식,동네오빠,"서울특별시 동대문구 장한로26길 28, 1층 (장안동)",서울특별시 동대문구 장안동 342-1 1층 
2005-08-09,일반음식점,까페,와플스토리(Waffle Story),"서울특별시 동대문구 서울시립대로 164 (전농동,(시립대길12))",서울특별시 동대문구 전농동 152-11 (시립대길12) 
2020-05-01,일반음식점,한식,메가커피 장안점,"서울특별시 동대문구 장한로 116, 1층 (장안동)",서울특별시 동대문구 장안동 366-1 
2011-10-04,일반음식점,호프/통닭,닭스(닭'S),"서울특별시 동대문구 왕산로 52 (용두동,(왕산로190))",서울특별시 동대문구 용두동 236-1 (왕산로190) 
2019-11-22,일반음식점,한식,곱창이랑골뱅이랑,"서울특별시 동대문구 장한로22길 20-4, 1층 (장안동)",서울특별시 동대문구 장안동 346-14 1층 
2006-12-26,일반음식점,일식,고마군,"서울특별시 동대문구 장한로 85 (장안동,(장한로85))",서울특별시 동대문구 장안동 374-1 (장한로85) 
2005-09-09,일반음식점,한식,바다식당,"서울특별시 동대문구 왕산로35길 24 (청량리동,(청량시장길 20))",서울특별시 동대문구 청량리동 778 (청량시장길 20) 
2007-05-08,일반음식점,한식,두레박,"서울특별시 동대문구 한천로 196 (장안동,(한천로196))",서울특별시 동대문구 장안동 108-6 (한천로196) 
2015-05-20,일반음식점,중국식,중화랑,"서울특별시 동대문구 장한로28가길 129 (장안동,(사가정길248))",서울특별시 동대문구 장안동 313-1 (사가정길248) 
2015-12-29,일반음식점,한식,용두동이모쭈꾸미,"서울특별시 동대문구 왕산로16길 13 (용두동,(용두서길7))",서울특별시 동대문구 용두동 112-33 (용두서길7) 
2017-09-27,일반음식점,한식,취홍,"서울특별시 동대문구 홍릉로 42, 1,2층 (청량리동)",서울특별시 동대문구 청량리동 346-1 
