영업자시작일,업종명,업태명,업소명,소재지(도로명),소재지(지번)
2016-10-11,일반음식점,기타,주식회사상생장,"서울특별시 동대문구 고산자로36길 38, 지상2층 (제기동)",서울특별시 동대문구 제기동 997 
2020-05-20,일반음식점,분식,착한고깃집,"서울특별시 동대문구 전농로 133, 지상1층 (전농동)",서울특별시 동대문구 전농동 295-5 
2019-03-28,일반음식점,한식,약령식당,"서울특별시 동대문구 약령시로 70, 지상1층 (제기동)",서울특별시 동대문구 제기동 951-1 
2017-03-20,일반음식점,한식,순대국,"서울특별시 동대문구 외대역동로 74, 지상1층 (휘경동)",서울특별시 동대문구 휘경동 150-42 
2016-10-20,일반음식점,일식,차칸스시,"서울특별시 동대문구 회기로25길 52, 지상1층 (이문동)",서울특별시 동대문구 이문동 341-55 
2016-10-21,일반음식점,한식,오븐돼지,"서울특별시 동대문구 서울시립대로 36, 지상1층 (전농동)",서울특별시 동대문구 전농동 647-1 
2016-10-27,일반음식점,기타,유가네 한우곰탕,"서울특별시 동대문구 장한로 106, 1층 (장안동)",서울특별시 동대문구 장안동 366-6 
2016-10-27,일반음식점,한식,사랑방,"서울특별시 동대문구 외대역동로 65, 지상1층 (휘경동)",서울특별시 동대문구 휘경동 154-22 
2020-02-05,일반음식점,기타,리드스트리트 커피(READSTREET COFFEE),"서울특별시 동대문구 회기로 166, 지하1~지상2층 (회기동)",서울특별시 동대문구 회기동 61-6 
2017-08-08,일반음식점,호프/통닭,토탈커피식당,"서울특별시 동대문구 고산자로34길 32, 1층 (용두동)",서울특별시 동대문구 용두동 20-66 
2016-11-01,일반음식점,한식,삶은고기,"서울특별시 동대문구 망우로18다길 13-1, 지상 101호 (휘경동)",서울특별시 동대문구 휘경동 294-302 
2016-11-04,일반음식점,호프/통닭,순이네포차야,"서울특별시 동대문구 고산자로 534, 지상1층 102호 (제기동, 상가동)",서울특별시 동대문구 제기동 1212 
2016-11-04,일반음식점,기타,맥쓰(MEXX)세계치킨제기역점,"서울특별시 동대문구 왕산로 86, 1층 108호 (용두동, 동대문푸르지오시티 오피스텔동)",서울특별시 동대문구 용두동 104-3 
2016-11-07,일반음식점,기타,반하다,"서울특별시 동대문구 장한로 157, 지상1층 (장안동)",서울특별시 동대문구 장안동 305-12 
2018-08-03,일반음식점,한식,왕언니네,"서울특별시 동대문구 왕산로 86, 지상1층 107호 (용두동)",서울특별시 동대문구 용두동 104-3 
2016-11-10,일반음식점,기타,와인카페55-1,"서울특별시 동대문구 외대역동로 55-1, 지상1층 (휘경동)",서울특별시 동대문구 휘경동 155-12 
2016-11-14,일반음식점,한식,고향밥상,"서울특별시 동대문구 망우로18가길 47, 지상1층 (휘경동)",서울특별시 동대문구 휘경동 286-89 
2016-11-16,일반음식점,한식,초원,"서울특별시 동대문구 답십리로 237, 지상1층 104호 (장안동)",서울특별시 동대문구 장안동 141-10 
2018-01-02,일반음식점,한식,불꽃냉면칼국수,"서울특별시 동대문구 경희대로3길 13, 2층 (회기동)",서울특별시 동대문구 회기동 42-53 
2016-11-16,일반음식점,기타,포컵스(4CUPS),"서울특별시 동대문구 이문로30길 10, 지상1층 (이문동)",서울특별시 동대문구 이문동 288-20 
2020-04-28,일반음식점,한식,신설동 부산 양곱창,"서울특별시 동대문구 보문로 12, 지상1층 (신설동)",서울특별시 동대문구 신설동 81-111 
2020-02-19,일반음식점,한식,청춘고추,서울특별시 동대문구 안암로22길 8 (제기동),서울특별시 동대문구 제기동 137-69 
2017-11-02,일반음식점,한식,꼬마곱창,"서울특별시 동대문구 한천로10길 43, 지상1층 (장안동)",서울특별시 동대문구 장안동 192-12 
2016-11-23,일반음식점,한식,경,"서울특별시 동대문구 회기로23길 7, 1층 (회기동)",서울특별시 동대문구 회기동 45-89 
2016-11-23,일반음식점,한식,장안함박,서울특별시 동대문구 장한로12길 49 (장안동),서울특별시 동대문구 장안동 359-19 
2016-11-23,일반음식점,한식,모어티티,"서울특별시 동대문구 답십리로 288, 10층 (장안동)",서울특별시 동대문구 장안동 368-1 
2016-11-28,일반음식점,분식,신참떡볶이(전농),"서울특별시 동대문구 전농로15길 7, 제6호 내제본관1층 제5호, 제12호 (전농동)",서울특별시 동대문구 전농동 295-52 
2016-11-28,일반음식점,분식,피자엠전농점,"서울특별시 동대문구 사가정로 65, 104호 (전농동, 래미안크레시티 근린생활시설1)",서울특별시 동대문구 전농동 690 
2016-11-28,일반음식점,호프/통닭,또바기치킨 (제기역점),"서울특별시 동대문구 정릉천동로 58, 상가동 1층 131호 (용두동)",서울특별시 동대문구 용두동 790 
2020-02-11,일반음식점,한식,다야 식당,"서울특별시 동대문구 제기로38길 61, 1층 (청량리동)",서울특별시 동대문구 청량리동 50-28 
2016-12-02,일반음식점,기타,쉼표,"서울특별시 동대문구 왕산로3가길 5, 지상1층 (신설동)",서울특별시 동대문구 신설동 89-72 
2016-12-05,일반음식점,분식,통통분식,"서울특별시 동대문구 전농로3길 76, 지상1층 (답십리동)",서울특별시 동대문구 답십리동 255-2 
2017-11-03,일반음식점,일식,우마스시,"서울특별시 동대문구 전농로 96-1, 지상1층 (답십리동)",서울특별시 동대문구 답십리동 70-19 
2016-12-06,일반음식점,한식,남해바다,서울특별시 동대문구 답십리로48길 100 (답십리동),서울특별시 동대문구 답십리동 21-63 
2019-06-25,일반음식점,한식,토리후니,"서울특별시 동대문구 한천로33길 37, 지상1층 (전농동)",서울특별시 동대문구 전농동 1-112 
2016-12-08,일반음식점,한식,용두감자탕,"서울특별시 동대문구 왕산로16길 15, 지상1층 (용두동)",서울특별시 동대문구 용두동 112-65 
2019-11-25,일반음식점,기타,파스쿠찌 청량리역사점,"서울특별시 동대문구 왕산로 214, 청량리역,롯데백화점 8층 (전농동)","서울특별시 동대문구 전농동 591-53 청량리역,롯데백화점 "
2016-12-12,일반음식점,한식,답십리포차,서울특별시 동대문구 답십리로 159-11 (답십리동),서울특별시 동대문구 답십리동 70-15 
2016-12-16,일반음식점,한식,엉뚱식당,"서울특별시 동대문구 장한로 42, 지상1층 (장안동)",서울특별시 동대문구 장안동 435-7 
2016-12-19,일반음식점,한식,육해공,"서울특별시 동대문구 왕산로37길 63, 지상1층 (제기동)",서울특별시 동대문구 제기동 441 
2016-12-23,일반음식점,한식,공간이야기(도야식당),"서울특별시 동대문구 답십리로23길 80-18, 지상1층 (전농동)",서울특별시 동대문구 전농동 558-130 
2016-12-30,일반음식점,한식,후레쉬팩토리(동대문점),"서울특별시 동대문구 제기로38길 4, 지상1층 (청량리동)",서울특별시 동대문구 청량리동 36-14 
2020-02-24,일반음식점,한식,빅스타피자(안암점),"서울특별시 동대문구 안암로 140, 1층 103호 (제기동)",서울특별시 동대문구 제기동 137-97 
2016-07-21,일반음식점,분식,다솜푸드원,"서울특별시 동대문구 답십리로69가길 4, 1층 (장안동)",서울특별시 동대문구 장안동 317-22 
2017-01-02,일반음식점,한식,마마포차,"서울특별시 동대문구 답십리로66길 49, 지상1층 (장안동)",서울특별시 동대문구 장안동 390-25 
2017-01-02,일반음식점,일식,푸른바다스시전문점,"서울특별시 동대문구 전농로14길 49, 2층 (전농동)",서울특별시 동대문구 전농동 24-42 
2020-02-07,일반음식점,호프/통닭,누나홀닭답십리역점,"서울특별시 동대문구 천호대로 301, 지상1층 (답십리동)",서울특별시 동대문구 답십리동 493-1 
2017-01-03,일반음식점,일식,정다래함박스텍,"서울특별시 동대문구 안암로 146-1, 지상1층 (제기동)",서울특별시 동대문구 제기동 137-426 
2017-01-04,일반음식점,호프/통닭,엠케이치킨호프,"서울특별시 동대문구 답십리로69길 55, 110호 (장안동, 웰빙상가)",서울특별시 동대문구 장안동 324-1 웰빙상가 110호
2017-01-04,일반음식점,기타,비하인드미(behindme),"서울특별시 동대문구 회기로 125, 1층 (회기동)",서울특별시 동대문구 회기동 60-93 
2018-11-15,일반음식점,한식,이모네설렁탕,"서울특별시 동대문구 천호대로13길 13, 1층 (용두동)",서울특별시 동대문구 용두동 238-7 
2017-01-12,일반음식점,한식,푸짐한집,"서울특별시 동대문구 천호대로4길 21, 빨강동 37호 (신설동, 서울풍물시장)",서울특별시 동대문구 신설동 109-5 서울풍물시장 
2019-07-19,일반음식점,기타,레오펍,"서울특별시 동대문구 경희대로4길 15, 1층 2호 (회기동)",서울특별시 동대문구 회기동 19 
2017-01-16,일반음식점,한식,퓨전포차201,"서울특별시 동대문구 답십리로65길 124-4, 지상1층 (장안동)",서울특별시 동대문구 장안동 287-2 
2017-01-18,일반음식점,기타,황제족발앤보쌈,서울특별시 동대문구 전농로17길 8 (전농동),서울특별시 동대문구 전농동 183-23 
2017-01-18,일반음식점,한식,고향정식당,"서울특별시 동대문구 천호대로4길 21, 빨강동 1층 9호 (신설동)",서울특별시 동대문구 신설동 109-5 
2017-01-19,일반음식점,한식,나루터,"서울특별시 동대문구 황물로 42, 1층 7호 (답십리동)",서울특별시 동대문구 답십리동 542-1 
2017-01-20,일반음식점,한식,답십리별미,"서울특별시 동대문구 답십리로48길 98, 1층 (답십리동)",서울특별시 동대문구 답십리동 21-62 
2017-01-23,일반음식점,한식,정통녹두빈대떡,"서울특별시 동대문구 천호대로4길 21, 2층 (신설동, 빨강동 41호)",서울특별시 동대문구 신설동 109-5 
2017-01-25,일반음식점,한식,까페리즈,"서울특별시 동대문구 답십리로63길 7, 1층 (장안동)",서울특별시 동대문구 장안동 140-3 
2018-09-13,일반음식점,한식,대독장,"서울특별시 동대문구 천호대로87길 14, 1층 101~103호 (장안동)",서울특별시 동대문구 장안동 459-2 
2017-01-25,일반음식점,기타,시골집식당,"서울특별시 동대문구 답십리로65길 10, 1층 (장안동)",서울특별시 동대문구 장안동 294-3 
2018-08-27,일반음식점,한식,힐링여성사우나,"서울특별시 동대문구 답십리로 78, 2층 (답십리동)",서울특별시 동대문구 답십리동 472-1 
2017-02-02,일반음식점,기타,청담짝태앤연어,"서울특별시 동대문구 신이문로 8, 1층 (이문동)",서울특별시 동대문구 이문동 255-218 
2017-12-28,일반음식점,기타,에싸임,"서울특별시 동대문구 천호대로17길 39, 1층 (용두동)",서울특별시 동대문구 용두동 118-4 
2017-02-06,일반음식점,한식,골목집,"서울특별시 동대문구 전농로2가길 16-1, 1층 (답십리동)",서울특별시 동대문구 답십리동 488-51 
2017-03-02,일반음식점,한식,원호프,"서울특별시 동대문구 홍릉로1가길 25-4, 1층 (제기동)",서울특별시 동대문구 제기동 575-9 
2017-02-08,일반음식점,한식,청우갈비,"서울특별시 동대문구 홍릉로 20, 1층 (청량리동)",서울특별시 동대문구 청량리동 309 
2017-02-09,일반음식점,호프/통닭,치킨마루홈타운점,"서울특별시 동대문구 장한로18길 88, 1층 (장안동)",서울특별시 동대문구 장안동 355-1 
2018-03-28,일반음식점,한식,국대밥,"서울특별시 동대문구 한천로2길 107, 1층 (장안동)",서울특별시 동대문구 장안동 432-4 
2017-02-10,일반음식점,기타,횡성한우셀프타운,"서울특별시 동대문구 왕산로 122, 102호, 103호 (용두동)",서울특별시 동대문구 용두동 788 
2018-01-09,일반음식점,기타,언제나만족,"서울특별시 동대문구 회기로 40, 1층 101호 (청량리동)",서울특별시 동대문구 청량리동 205-757 
2019-10-11,일반음식점,기타,커피니전농동사거리점,"서울특별시 동대문구 사가정로 111-2, 1층 (전농동)",서울특별시 동대문구 전농동 295-320 
2017-02-14,일반음식점,기타,커피앤톡장안점,서울특별시 동대문구 답십리로65길 124-1 (장안동),서울특별시 동대문구 장안동 286-11 
2017-02-16,일반음식점,한식,백채장한평역점,"서울특별시 동대문구 장한로5길 16, 101호 (장안동)",서울특별시 동대문구 장안동 424-7 
2019-09-23,일반음식점,한식,얌샘김밥회기역점,"서울특별시 동대문구 망우로 81, 1층 (휘경동)",서울특별시 동대문구 휘경동 269-7 
2017-02-17,일반음식점,기타,마스터다이닝,"서울특별시 동대문구 경희대로 23, 지하1층 (회기동)",서울특별시 동대문구 회기동 1-5 
2019-07-26,일반음식점,호프/통닭,시골밥상&포차,"서울특별시 동대문구 휘경로 32, 1층 (휘경동)",서울특별시 동대문구 휘경동 163-15 
2017-02-21,일반음식점,한식,윤가네,"서울특별시 동대문구 서울시립대로29길 3, 1층 (전농동)",서울특별시 동대문구 전농동 150-8 
2017-02-21,일반음식점,기타,이박사쭈꾸미,"서울특별시 동대문구 왕산로43길 16, 1층 (청량리동)",서울특별시 동대문구 청량리동 51-12 
2017-02-24,일반음식점,분식,떡볶이은행,"서울특별시 동대문구 답십리로 77, 1층 (전농동)",서울특별시 동대문구 전농동 652-1 
2017-02-24,일반음식점,호프/통닭,감성맥주,"서울특별시 동대문구 서울시립대로 136, 2층 202호 (전농동)",서울특별시 동대문구 전농동 130-13 
2017-02-24,일반음식점,한식,소문난의정부부대찌개3호점,"서울특별시 동대문구 안암로22길 5, 1층 (제기동)",서울특별시 동대문구 제기동 137-40 
2017-02-27,일반음식점,기타,봄솔레씨네,"서울특별시 동대문구 서울시립대로29길 3, 2층 (전농동)",서울특별시 동대문구 전농동 150-8 
2017-02-27,일반음식점,한식,전주식당,"서울특별시 동대문구 정릉천동로 58, 1층 106호 (용두동)",서울특별시 동대문구 용두동 790 
2017-03-02,일반음식점,한식,니뽕내뽕바우하우스장안점,"서울특별시 동대문구 답십리로 288, 9층 (장안동, 바우하우스)",서울특별시 동대문구 장안동 368-1 
2020-02-20,일반음식점,기타,분99(bun99),"서울특별시 동대문구 천장산로4길 36, 1층 (이문동)",서울특별시 동대문구 이문동 264-485 
2017-03-02,일반음식점,한식,빨간대문,"서울특별시 동대문구 망우로18다길 36, 지하1층 (휘경동)",서울특별시 동대문구 휘경동 294-199 
2017-03-03,일반음식점,기타,빅히트스크린야구,"서울특별시 동대문구 이문로 82, 지하1층 (이문동)",서울특별시 동대문구 이문동 324-5 
2017-03-06,일반음식점,한식,담뿍,"서울특별시 동대문구 한천로2길 107, 1층 102호 (장안동)",서울특별시 동대문구 장안동 432-4 
2019-09-23,일반음식점,횟집,어사출또고대점,"서울특별시 동대문구 약령시로 2, 1층~2층 (제기동)",서울특별시 동대문구 제기동 148-115 
2017-03-07,일반음식점,기타,단골집,"서울특별시 동대문구 고산자로 534, 상가동 101호 (제기동, 한신아파트)",서울특별시 동대문구 제기동 1212 
2017-03-08,일반음식점,기타,끼니인포차,"서울특별시 동대문구 답십리로64길 104, 1층 (장안동)",서울특별시 동대문구 장안동 189-1 
2017-03-08,일반음식점,한식,무릎팍도가니탕,"서울특별시 동대문구 장한로 20, 2층 (장안동, 장안빌딩)",서울특별시 동대문구 장안동 433-5 
2018-11-23,일반음식점,한식,오사카부루스,"서울특별시 동대문구 경희대로1가길 4, 2층 (회기동)",서울특별시 동대문구 회기동 107-7 
2017-03-13,일반음식점,분식,경동식당,"서울특별시 동대문구 고산자로42길 12, 1층 (제기동)",서울특별시 동대문구 제기동 896-4 
2017-08-31,일반음식점,한식,나주곰탕,"서울특별시 동대문구 답십리로63길 1, 1층 (장안동)",서울특별시 동대문구 장안동 140-8 
2018-04-18,일반음식점,호프/통닭,바른치킨전농점,"서울특별시 동대문구 서울시립대로 34, 1층 101호 (전농동)",서울특별시 동대문구 전농동 647-65 
2017-03-17,일반음식점,경양식,서양요리집,"서울특별시 동대문구 회기로 134-1, 1층 (회기동)",서울특별시 동대문구 회기동 105-33 
2017-03-17,일반음식점,호프/통닭,치탑7(세븐),"서울특별시 동대문구 고미술로 71, 1층 110호~111호 (답십리동, 현대썬앤빌청계)",서울특별시 동대문구 답십리동 530-15 
2019-08-22,일반음식점,호프/통닭,양계장집아들,"서울특별시 동대문구 전농로 104, 1층 (답십리동)",서울특별시 동대문구 답십리동 94-8 
2017-03-22,일반음식점,기타,스시와다,"서울특별시 동대문구 종암로 2-1, 1층 (제기동)",서울특별시 동대문구 제기동 1149-12 
2019-06-18,일반음식점,한식,발리하이,"서울특별시 동대문구 제기로2길 15, 1층 (제기동)",서울특별시 동대문구 제기동 67-197 
2018-08-30,일반음식점,기타,연어이야기,"서울특별시 동대문구 고산자로52길 8, 1층 (제기동)",서울특별시 동대문구 제기동 121-1 
2018-02-06,일반음식점,호프/통닭,무한리필고기굼터,"서울특별시 동대문구 이문로 185, 1층 (이문동)",서울특별시 동대문구 이문동 256-26 
2017-03-23,일반음식점,한식,고흥아줌매,"서울특별시 동대문구 왕산로35길 7, 1층 (제기동)",서울특별시 동대문구 제기동 635-18 
2018-02-20,일반음식점,기타,인기명장안점,"서울특별시 동대문구 장한로26길 67, 1층 101호, 102호, 103호 (장안동, 우성2차아파트)",서울특별시 동대문구 장안동 334-6 
2020-05-07,일반음식점,한식,청년다방,"서울특별시 동대문구 사가정로23가길 11, 1층 (장안동)",서울특별시 동대문구 장안동 94-42 
2018-04-10,일반음식점,중국식,마라양꼬치,"서울특별시 동대문구 회기로21길 8, 2층 (회기동)",서울특별시 동대문구 회기동 16-87 
2017-03-29,일반음식점,한식,두번째부엌,"서울특별시 동대문구 천호대로 151, 2층 (용두동)",서울특별시 동대문구 용두동 39-812 
2018-07-17,일반음식점,한식,곤지암한우소머리국밥,"서울특별시 동대문구 약령서길 36, 1층 (제기동)",서울특별시 동대문구 제기동 892-48 
2017-03-31,일반음식점,기타,찜마을,"서울특별시 동대문구 왕산로28길 37, 1층 (용두동)",서울특별시 동대문구 용두동 27-28 
2017-04-03,일반음식점,기타,엄마네집,"서울특별시 동대문구 한천로 148, 1층 (장안동)",서울특별시 동대문구 장안동 535-2 
2017-04-05,일반음식점,기타,제기식당,"서울특별시 동대문구 홍릉로5길 14, 1층 (제기동)",서울특별시 동대문구 제기동 442 
2018-04-17,일반음식점,기타,경희대점우동,"서울특별시 동대문구 회기로 169-1, 1층 (회기동)",서울특별시 동대문구 회기동 346-19 
2017-04-06,일반음식점,기타,비타민,"서울특별시 동대문구 회기로13길 23, 지하1층 (회기동)",서울특별시 동대문구 회기동 42-78 
2019-05-21,일반음식점,경양식,7번가피자(회기점),"서울특별시 동대문구 망우로 67, 1층 102호 (휘경동, 효자위너빌)",서울특별시 동대문구 휘경동 264-2 
2017-04-07,일반음식점,한식,진국식당,"서울특별시 동대문구 전농로16길 33, 1층 (전농동)",서울특별시 동대문구 전농동 46-50 
2020-03-23,일반음식점,한식,한솥도시락시립대점,"서울특별시 동대문구 서울시립대로 147, 1층 104호 (전농동, 우성빌딩)",서울특별시 동대문구 전농동 124-2 
2017-04-13,일반음식점,한식,다채용두점,"서울특별시 동대문구 무학로26길 48, 1층 (용두동)",서울특별시 동대문구 용두동 129-203 
2020-07-22,일반음식점,한식,육전식당2호점,"서울특별시 동대문구 한빛로 6, 1층 (신설동)",서울특별시 동대문구 신설동 76-25 
2019-07-23,일반음식점,중국식,해곤선생,"서울특별시 동대문구 안암로 80-1, 2층 (제기동)",서울특별시 동대문구 제기동 1152-7 
2018-07-27,일반음식점,한식,이화수전통육개장,"서울특별시 동대문구 장한로 139, 1층 (장안동)",서울특별시 동대문구 장안동 307-3 
2018-12-06,일반음식점,한식,동아쏘시오그룹공제회(DA-1201),"서울특별시 동대문구 무학로25길 16, 1층 (용두동)",서울특별시 동대문구 용두동 252-5 
2019-05-02,일반음식점,한식,신의주부대찌개,"서울특별시 동대문구 경희대로1나길 20, 지하1층 (회기동)",서울특별시 동대문구 회기동 106-1 
2019-05-10,일반음식점,기타,선물비어,"서울특별시 동대문구 한천로2길 107, 2층 (장안동)",서울특별시 동대문구 장안동 432-4 
2018-02-28,일반음식점,기타,꼬마꼬치,"서울특별시 동대문구 경희대로 5-1, 3층 (회기동)",서울특별시 동대문구 회기동 16-70 
2017-04-26,일반음식점,호프/통닭,크치치킨,"서울특별시 동대문구 회기로 125, 1층 (회기동)",서울특별시 동대문구 회기동 60-93 
2017-04-27,일반음식점,한식,부스(Booth)부리또,"서울특별시 동대문구 서울시립대로 164, 2층 (전농동)",서울특별시 동대문구 전농동 152-11 
2017-04-27,일반음식점,한식,김가네 청량리역사점,"서울특별시 동대문구 왕산로 214, 4층 405호 (전농동)",서울특별시 동대문구 전농동 591-53 
2017-04-27,일반음식점,한식,박가부대찌개청량리역사점,"서울특별시 동대문구 왕산로 214, 4층 404호 (전농동)",서울특별시 동대문구 전농동 591-53 
2019-11-19,일반음식점,한식,새작골회관,"서울특별시 동대문구 사가정로12길 3, 1층 (전농동)",서울특별시 동대문구 전농동 295-118 
2017-05-02,일반음식점,한식,목우촌미소와돈장안점,"서울특별시 동대문구 장한로 48, 1층 (장안동)",서울특별시 동대문구 장안동 435-1 
2017-05-02,일반음식점,한식,비바라비다,"서울특별시 동대문구 천호대로81길 32, 1층 (장안동)",서울특별시 동대문구 장안동 423-13 
2017-05-02,일반음식점,기타,카페제이더블유앤샤브,"서울특별시 동대문구 외대역동로 139, 1층 (이문동)",서울특별시 동대문구 이문동 176-14 
2017-05-04,일반음식점,기타,라운지더블유아이티,"서울특별시 동대문구 청계천로 497, 1층 (용두동, 우일빌딩)",서울특별시 동대문구 용두동 255-56 
2017-06-27,일반음식점,한식,비바커피카페,"서울특별시 동대문구 난계로30길 23, 1층 (신설동)",서울특별시 동대문구 신설동 103-15 
2019-08-02,일반음식점,한식,미스터보쌈앤스탠딩스테이크장안동점,"서울특별시 동대문구 한천로 106, 1층 (장안동)",서울특별시 동대문구 장안동 162-9 
2017-05-11,일반음식점,한식,승낭식당,"서울특별시 동대문구 회기로12길 6, 1층 (회기동)",서울특별시 동대문구 회기동 60-136 
2017-05-11,일반음식점,한식,바른식당다림방,"서울특별시 동대문구 전농로14길 49, 1층 (전농동)",서울특별시 동대문구 전농동 24-42 
2017-05-15,일반음식점,호프/통닭,밤포차,"서울특별시 동대문구 약령시로17길 4, 1층 (청량리동)",서울특별시 동대문구 청량리동 686 
2017-05-18,일반음식점,한식,키즈인푸드,"서울특별시 동대문구 답십리로 140, 5층 504호 (답십리동)",서울특별시 동대문구 답십리동 1003-2 
2017-05-23,일반음식점,횟집,광어두마리15000원,"서울특별시 동대문구 망우로 71, 1층 101,102호 (휘경동)",서울특별시 동대문구 휘경동 264-10 
2017-05-23,일반음식점,한식,회기 호시,"서울특별시 동대문구 회기로25길 26, 1층 (회기동)",서울특별시 동대문구 회기동 348-5 
2017-05-24,일반음식점,기타,디디커피,"서울특별시 동대문구 이문로 4, 1층 (휘경동)",서울특별시 동대문구 휘경동 336-9 
2019-08-06,일반음식점,일식,아지트,"서울특별시 동대문구 장한로24길 13, 5층 (장안동, 삼우빌딩)",서울특별시 동대문구 장안동 344-9 
2017-05-29,일반음식점,기타,준데미댄스,"서울특별시 동대문구 홍릉로3길 8, 3층 (청량리동)",서울특별시 동대문구 청량리동 737 
2017-05-29,일반음식점,한식,쉼표포차,"서울특별시 동대문구 답십리로63길 132, 1층 (장안동)",서울특별시 동대문구 장안동 103-10 
2017-05-31,일반음식점,일식,우마이,"서울특별시 동대문구 장한로 99, 1층 (장안동)",서울특별시 동대문구 장안동 373-1 
2020-01-09,일반음식점,한식,엄마손집밥뷔페,"서울특별시 동대문구 왕산로 106, 2층 (용두동)",서울특별시 동대문구 용두동 92-7 
2017-12-27,일반음식점,정종/대포집/소주방,오돌이,"서울특별시 동대문구 이문로 48, 1층 (휘경동)",서울특별시 동대문구 휘경동 183-386 
2017-08-08,일반음식점,기타,케이에프씨청량리역사점,"서울특별시 동대문구 왕산로 214, 3층 3호 (전농동, 청량리역사)",서울특별시 동대문구 전농동 591-53 
2017-06-09,일반음식점,기타,카페에이치,"서울특별시 동대문구 한천로 300, 상가동 1층 3호 (휘경동, 동일스위트리버)",서울특별시 동대문구 휘경동 366 
2017-06-12,일반음식점,식육(숯불구이),수타생고기,"서울특별시 동대문구 천호대로2길 23-3, 1층 2호 (신설동)",서울특별시 동대문구 신설동 104-7 
2017-06-13,일반음식점,한식,우리칼국수,"서울특별시 동대문구 천호대로77길 94, 1층 (장안동)",서울특별시 동대문구 장안동 401-6 
2018-10-01,일반음식점,한식,베테랑맛집,"서울특별시 동대문구 한천로 142, 1층 (장안동)",서울특별시 동대문구 장안동 543 
2017-06-15,일반음식점,한식,울트라국수,"서울특별시 동대문구 전농로27길 84, 1층 (전농동)",서울특별시 동대문구 전농동 558-56 
2017-06-19,일반음식점,중국식,금복이네꼬치,"서울특별시 동대문구 사가정로23가길 11, 1층 (장안동)",서울특별시 동대문구 장안동 94-42 
2017-06-23,일반음식점,한식,미담,"서울특별시 동대문구 휘경로2길 5-4, 1층 (이문동)",서울특별시 동대문구 이문동 305-75 
2017-06-23,일반음식점,한식,너디블루(Nerdy Blue),"서울특별시 동대문구 전농로36길 9, 1.2층 1.2호 (전농동)",서울특별시 동대문구 전농동 103-312 
2017-06-23,일반음식점,한식,아저씨도시락,"서울특별시 동대문구 안암로24길 15, 1층 (제기동)",서울특별시 동대문구 제기동 137-297 
2017-06-26,일반음식점,기타,견우,"서울특별시 동대문구 장한로 126, 3층 (장안동)",서울특별시 동대문구 장안동 367-1 
2017-06-26,일반음식점,중국식,짜장마을,"서울특별시 동대문구 안암로 160-1, 2층 (제기동)",서울특별시 동대문구 제기동 137-18 
2017-06-27,일반음식점,기타,정(情)가네산꼼장어,"서울특별시 동대문구 홍릉로 7, 1층 (청량리동)",서울특별시 동대문구 청량리동 742 
2018-04-23,일반음식점,한식,까네지노(CANEJINO),"서울특별시 동대문구 전농로 43, 1층 (답십리동)",서울특별시 동대문구 답십리동 267-2 
2017-06-28,일반음식점,중국식,심양,"서울특별시 동대문구 회기로 137, 1층 (회기동)",서울특별시 동대문구 회기동 60-42 
2018-08-29,일반음식점,한식,와이앤케이코리아,"서울특별시 동대문구 천호대로 383, 2층 (장안동, 리센츠호텔)",서울특별시 동대문구 장안동 415-15 
2017-07-05,일반음식점,한식,서대문꼼장어,"서울특별시 동대문구 안암로 70, 1층 (용두동)",서울특별시 동대문구 용두동 727-1 
2020-02-04,일반음식점,한식,스타동(경희대점),"서울특별시 동대문구 회기로 127, 1층 (회기동)",서울특별시 동대문구 회기동 60-92 
2017-12-18,일반음식점,한식,여수포차,"서울특별시 동대문구 휘경로11가길 4-4, 1층 (이문동)",서울특별시 동대문구 이문동 126-37 
2017-07-07,일반음식점,호프/통닭,막장노가리,"서울특별시 동대문구 답십리로 269, 1층 108,109호 (장안동)",서울특별시 동대문구 장안동 295-5 
2017-07-07,일반음식점,한식,이케루,"서울특별시 동대문구 이문로30길 14, 1층 (이문동)",서울특별시 동대문구 이문동 288-30 
2017-07-11,일반음식점,호프/통닭,페리카나,"서울특별시 동대문구 왕산로 247, 1층 (청량리동)",서울특별시 동대문구 청량리동 50-19 
2017-07-14,일반음식점,호프/통닭,비엔나호프,"서울특별시 동대문구 홍릉로1가길 25-3, 1층 (제기동)",서울특별시 동대문구 제기동 575-10 
2017-07-17,일반음식점,기타,골드스마일,"서울특별시 동대문구 서울시립대로 31, 102동 1층 120호 (전농동, 동아아파트)",서울특별시 동대문구 전농동 645-2 
2019-09-20,일반음식점,기타,별섬,"서울특별시 동대문구 회기로10길 57-3, 지하1층 (청량리동)",서울특별시 동대문구 청량리동 206-57 
2017-07-19,일반음식점,기타,죽마고우,"서울특별시 동대문구 천호대로25길 73, 1층 103호 (용두동)",서울특별시 동대문구 용두동 237-22 
2020-02-25,일반음식점,한식,주문진항,"서울특별시 동대문구 장한로 196, 1층 (장안동)",서울특별시 동대문구 장안동 313-5 
2017-07-21,일반음식점,기타,쏠레,"서울특별시 동대문구 사가정로 229, 5층 (장안동)",서울특별시 동대문구 장안동 285-1 
2017-07-24,일반음식점,호프/통닭,자담치킨이문점,"서울특별시 동대문구 한천로 439, 1층 (이문동)",서울특별시 동대문구 이문동 176-2 
2019-02-25,일반음식점,한식,주연네연탄불곱창구이,"서울특별시 동대문구 한천로10길 40, 나동 1층 (장안동)",서울특별시 동대문구 장안동 216-32 
